DISRUPTS	CONCLUSION(S): In contrast to the effects of GnRH agonists to reduce chemotherapeutic destruction of primordial follicles, GnRH antagonists do not protect the <o> Body Part, Organ, or Organ Component </o> from the damaging effects of <s> Pharmacologic Substance </s>.
COEXISTS_WITH	Apyrase/<s> Amino Acid, Peptide, or Protein </s> hydrolyzes di- and triphosphorylated nucleosides in the presence of a bivalent <o> Element, Ion, or Isotope </o> with sequential release of orthophosphate.
INTERACTS_WITH	<s> Amino Acid, Peptide, or Protein </s>/ATP-diphosphohydrolase hydrolyzes di- and triphosphorylated <o> Nucleic Acid, Nucleoside, or Nucleotide </o> in the presence of a bivalent ion with sequential release of orthophosphate.
ADMINISTERED_TO	BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in <o> Human </o> who had undergone major <s> Therapeutic or Preventive Procedure </s> or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.
ADMINISTERED_TO	BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in <o> Human </o> who had undergone major resection or palliative <s> Therapeutic or Preventive Procedure </s> for malignancy is conventionally achieved at a laparotomy.
PROCESS_OF	BACKGROUND: Surgical relief of <s> Disease or Syndrome </s> (GOO) or small bowel obstruction in <o> Human </o> who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.
PROCESS_OF	BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or <s> Disease or Syndrome </s> in <o> Human </o> who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.
TREATS	BACKGROUND: <s> Therapeutic or Preventive Procedure </s> relief of <o> Disease or Syndrome </o> (GOO) or small bowel obstruction in patients who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.
TREATS	BACKGROUND: <s> Therapeutic or Preventive Procedure </s> relief of gastric outlet obstruction (GOO) or <o> Disease or Syndrome </o> in patients who had undergone major resection or palliative bypass surgery for malignancy is conventionally achieved at a laparotomy.
TREATS	BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in patients who had undergone major <s> Therapeutic or Preventive Procedure </s> or palliative bypass surgery for <o> Neoplastic Process </o> is conventionally achieved at a laparotomy.
TREATS	BACKGROUND: Surgical relief of gastric outlet obstruction (GOO) or small bowel obstruction in patients who had undergone major resection or palliative <s> Therapeutic or Preventive Procedure </s> for <o> Neoplastic Process </o> is conventionally achieved at a laparotomy.
LOCATION_OF	<o> Neoplastic Process </o> in the <s> Body Part, Organ, or Organ Component </s> was equally common in both genders, but trunk LMS was nearly twice as common in the females.
LOCATION_OF	LMS in the extremities was equally common in both genders, but <s> Body Part, Organ, or Organ Component </s> <o> Neoplastic Process </o> was nearly twice as common in the females.
PROCESS_OF	LMS in the extremities was equally common in both genders, but trunk <s> Neoplastic Process </s> was nearly twice as common in the <o> Human </o>.
DIAGNOSES	<s> Laboratory Procedure </s> and immunoblotting using glycoproteins purified by preparative isoelectric focusing were used to detect human <o> Disease or Syndrome </o> in Tongliao area, Inner Mongolia, China in 1998.
DIAGNOSES	ELISA and <s> Laboratory Procedure </s> using glycoproteins purified by preparative isoelectric focusing were used to detect human <o> Disease or Syndrome </o> in Tongliao area, Inner Mongolia, China in 1998.
PROCESS_OF	ELISA and immunoblotting using glycoproteins purified by preparative isoelectric focusing were used to detect <o> Human </o> <s> Disease or Syndrome </s> in Tongliao area, Inner Mongolia, China in 1998.
USES	<s> Laboratory Procedure </s> and immunoblotting using <o> Amino Acid, Peptide, or Protein </o> purified by preparative isoelectric focusing were used to detect human cysticercosis in Tongliao area, Inner Mongolia, China in 1998.
USES	ELISA and <s> Laboratory Procedure </s> using <o> Amino Acid, Peptide, or Protein </o> purified by preparative isoelectric focusing were used to detect human cysticercosis in Tongliao area, Inner Mongolia, China in 1998.
ADMINISTERED_TO	In 18 <o> Human </o>, PMNs were mobilized using <s> Pharmacologic Substance </s> + dexamethasone.
ADMINISTERED_TO	In 18 <s> Pharmacologic Substance </s>, PMNs were mobilized using rHuG-CSF + <o> Human </o>.
PART_OF	Disruption and restoration of <s> Body Space or Junction </s> in <o> Body Substance </o> following aminoglycoside treatment.
USES	Disruption and restoration of cell-cell junctions in mouse vestibular epithelia following <o> Pharmacologic Substance </o> <s> Therapeutic or Preventive Procedure </s>.
INTERACTS_WITH	The difference in <s> Inorganic Chemical </s> concentration had a very large impact on the <o> Inorganic Chemical </o> in moisture content of the cheese.
ISA	In women, fat mass in % explained the highest percentage of the variability of circulating <o> Amino Acid, Peptide, or Protein </o> (18.2% for <s> Amino Acid, Peptide, or Protein </s>, 7.2% for SAA, 6.1% for FIB, all p-values < 0.001), whereas in men, WHR explained the highest percentage of the variability (6.2% for CRP, 2.3% for SAA, 1.8% for FIB, all p-values < 0.001).
ISA	In women, fat mass in % explained the highest percentage of the variability of circulating <o> Amino Acid, Peptide, or Protein </o> (18.2% for CRP, 7.2% for <s> Amino Acid, Peptide, or Protein </s>, 6.1% for FIB, all p-values < 0.001), whereas in men, WHR explained the highest percentage of the variability (6.2% for CRP, 2.3% for SAA, 1.8% for FIB, all p-values < 0.001).
ISA	In women, fat mass in % explained the highest percentage of the variability of circulating <o> Amino Acid, Peptide, or Protein </o> (18.2% for CRP, 7.2% for SAA, 6.1% for <s> Amino Acid, Peptide, or Protein </s>, all p-values < 0.001), whereas in men, WHR explained the highest percentage of the variability (6.2% for CRP, 2.3% for SAA, 1.8% for FIB, all p-values < 0.001).
AFFECTS	A <o> Disease or Syndrome </o> related to the target vessel occurred in 24 (24%) patients, and was associated with <s> Finding </s> (p < 0.05), lower ejection fraction (p < 0.05) and revascularization without SES in another site (p < 0.0001).
AFFECTS	A <o> Disease or Syndrome </o> related to the target vessel occurred in 24 (24%) patients, and was associated with dialysis status (p < 0.05), lower <s> Finding </s> (p < 0.05) and revascularization without SES in another site (p < 0.0001).
AFFECTS	A <o> Disease or Syndrome </o> related to the target vessel occurred in 24 (24%) patients, and was associated with dialysis status (p < 0.05), lower ejection fraction (p < 0.05) and <s> Therapeutic or Preventive Procedure </s> without SES in another site (p < 0.0001).
PROCESS_OF	A <s> Disease or Syndrome </s> related to the target vessel occurred in 24 (24%) <o> Human </o>, and was associated with dialysis status (p < 0.05), lower ejection fraction (p < 0.05) and revascularization without SES in another site (p < 0.0001).
ISA	Nrf2 disruption resulted in an increased expression of the T helper type 2 <o> Amino Acid, Peptide, or Protein </o> <s> Amino Acid, Peptide, or Protein </s> and IL-13 in bronchoalveolar lavage fluid and in splenocytes after allergen challenge.
ISA	Nrf2 disruption resulted in an increased expression of the T helper type 2 <o> Amino Acid, Peptide, or Protein </o> interleukin (IL)-4 and <s> Amino Acid, Peptide, or Protein </s> in bronchoalveolar lavage fluid and in splenocytes after allergen challenge.
LOCATION_OF	Nrf2 disruption resulted in an increased expression of the T helper type 2 cytokines <o> Amino Acid, Peptide, or Protein </o> and IL-13 in <s> Body Substance </s> and in splenocytes after allergen challenge.
LOCATION_OF	Nrf2 disruption resulted in an increased expression of the T helper type 2 cytokines <o> Amino Acid, Peptide, or Protein </o> and IL-13 in bronchoalveolar lavage fluid and in <s> Cell </s> after allergen challenge.
LOCATION_OF	Nrf2 disruption resulted in an increased expression of the T helper type 2 cytokines interleukin (IL)-4 and <o> Amino Acid, Peptide, or Protein </o> in <s> Body Substance </s> and in splenocytes after allergen challenge.
LOCATION_OF	Nrf2 disruption resulted in an increased expression of the T helper type 2 cytokines interleukin (IL)-4 and <o> Amino Acid, Peptide, or Protein </o> in bronchoalveolar lavage fluid and in <s> Cell </s> after allergen challenge.
ISA	<s> Disease or Syndrome </s> is an uncommon <o> Disease or Syndrome </o> in this region, as are parasitic infections of the breast.
LOCATION_OF	Fasciolosis is an uncommon disease in this region, as are <o> Disease or Syndrome </o> of the <s> Body Part, Organ, or Organ Component </s>.
CAUSES	We conclude that treatment with O2-PFC lavage ameliorated <s> Pathologic Function </s>-induced <o> Pathologic Function </o> and intestinal damage, which was associated with better mortality, possibly by preserving microvascular perfusion and maintaining oxygen metabolism.
LOCATION_OF	We conclude that treatment with O2-PFC lavage ameliorated HS/R-induced metabolic acidosis and <s> Body Part, Organ, or Organ Component </s> <o> Injury or Poisoning </o>, which was associated with better mortality, possibly by preserving microvascular perfusion and maintaining oxygen metabolism.
TREATS	We conclude that treatment with <s> Pharmacologic Substance </s> lavage ameliorated HS/R-induced <o> Pathologic Function </o> and intestinal damage, which was associated with better mortality, possibly by preserving microvascular perfusion and maintaining oxygen metabolism.
TREATS	We conclude that treatment with <s> Pharmacologic Substance </s> lavage ameliorated HS/R-induced metabolic acidosis and intestinal <o> Injury or Poisoning </o>, which was associated with better mortality, possibly by preserving microvascular perfusion and maintaining oxygen metabolism.
TREATS	We conclude that treatment with O2-PFC <s> Therapeutic or Preventive Procedure </s> ameliorated HS/R-induced <o> Pathologic Function </o> and intestinal damage, which was associated with better mortality, possibly by preserving microvascular perfusion and maintaining oxygen metabolism.
USES	We conclude that treatment with <o> Pharmacologic Substance </o> <s> Therapeutic or Preventive Procedure </s> ameliorated HS/R-induced metabolic acidosis and intestinal damage, which was associated with better mortality, possibly by preserving microvascular perfusion and maintaining oxygen metabolism.
AFFECTS	We report on febrile episodes occurring among 379 <o> Human </o> affected by <s> Neoplastic Process </s>, observed from 1984 to 2002.
PROCESS_OF	We report on <s> Finding </s> episodes occurring among 379 <o> Human </o> affected by chronic lymphocytic leukemia, observed from 1984 to 2002.
PROCESS_OF	One hundred and twenty eight <o> Human </o> (33.7%) developed 341 <s> Finding </s> episodes, of which 251 were documented infections (82 severe and 169 moderate).
AFFECTS	<s> Biologically Active Substance </s> depolarises <o> Cell </o> consequently causing epithelial anion secretion across mouse colon mucosa.
CAUSES	<s> Biologically Active Substance </s> depolarises neurons consequently causing epithelial anion <o> Biologic Function </o> across mouse colon mucosa.
LOCATION_OF	Veratridine depolarises neurons consequently causing epithelial anion <o> Biologic Function </o> across mouse <s> Body Part, Organ, or Organ Component </s>.
PART_OF	Veratridine depolarises neurons consequently causing epithelial anion secretion across <o> Mammal </o> <s> Body Part, Organ, or Organ Component </s>.
ISA	CONCLUSIONS: The plasma homocysteine concentrations were significantly higher in patients with <s> Disease or Syndrome </s> <o> Disease or Syndrome </o>, while the concentrations were not affected by chronic viral hepatitis.
LOCATION_OF	CONCLUSIONS: The plasma <o> Amino Acid, Peptide, or Protein </o> concentrations were significantly higher in <s> Human </s> with non-alcoholic fatty liver disease, while the concentrations were not affected by chronic viral hepatitis.
PROCESS_OF	CONCLUSIONS: The plasma homocysteine concentrations were significantly higher in <o> Human </o> with <s> Disease or Syndrome </s> disease, while the concentrations were not affected by chronic viral hepatitis.
PROCESS_OF	CONCLUSIONS: The plasma homocysteine concentrations were significantly higher in <o> Human </o> with non-alcoholic fatty liver <s> Disease or Syndrome </s>, while the concentrations were not affected by chronic viral hepatitis.
CAUSES	METHODS: <o> Disease or Syndrome </o> was induced by intraamniotic <s> Therapeutic or Preventive Procedure </s> of endotoxin or IL-1.
USES	METHODS: Lung inflammation was induced by intraamniotic <s> Therapeutic or Preventive Procedure </s> of <o> Carbohydrate </o> or IL-1.
USES	METHODS: Lung inflammation was induced by intraamniotic <s> Therapeutic or Preventive Procedure </s> of endotoxin or <o> Amino Acid, Peptide, or Protein </o>.
TREATS	Male <o> Mammal </o> were treated with <s> Amino Acid, Peptide, or Protein </s> (25 microg/100 g, sc, od) for fourteen days, while normal rats served as controls.
PROCESS_OF	<o> Human </o> with severe <s> Disease or Syndrome </s> infections should be treated with combination therapy, consisting of an antipseudomonal beta-lactam with an aminoglycoside or fluoroquinolone rather than aminoglycoside and fluoroquinolone combinations, to provide adequate therapy and improve patient outcomes.
TREATS	<o> Human </o> with severe MDRPA infections should be treated with <s> Therapeutic or Preventive Procedure </s>, consisting of an antipseudomonal beta-lactam with an aminoglycoside or fluoroquinolone rather than aminoglycoside and fluoroquinolone combinations, to provide adequate therapy and improve patient outcomes.
TREATS	Patients with severe <o> Disease or Syndrome </o> infections should be treated with <s> Therapeutic or Preventive Procedure </s>, consisting of an antipseudomonal beta-lactam with an aminoglycoside or fluoroquinolone rather than aminoglycoside and fluoroquinolone combinations, to provide adequate therapy and improve patient outcomes.
USES	Patients with severe MDRPA infections should be treated with <s> Therapeutic or Preventive Procedure </s>, consisting of an antipseudomonal <o> Antibiotic </o> with an aminoglycoside or fluoroquinolone rather than aminoglycoside and fluoroquinolone combinations, to provide adequate therapy and improve patient outcomes.
USES	Patients with severe MDRPA infections should be treated with <s> Therapeutic or Preventive Procedure </s>, consisting of an antipseudomonal beta-lactam with an <o> Pharmacologic Substance </o> or fluoroquinolone rather than aminoglycoside and fluoroquinolone combinations, to provide adequate therapy and improve patient outcomes.
USES	Patients with severe MDRPA infections should be treated with <s> Therapeutic or Preventive Procedure </s>, consisting of an antipseudomonal beta-lactam with an aminoglycoside or <o> Pharmacologic Substance </o> rather than aminoglycoside and fluoroquinolone combinations, to provide adequate therapy and improve patient outcomes.
DIAGNOSES	Can <s> Diagnostic Procedure </s> with subcostal view predict <o> Disease or Syndrome </o>?
PART_OF	In the <s> Cell </s> of <o> Body Part, Organ, or Organ Component </o> and bone marrow treated with aloe, glutathione (GSH) levels were shown to be higher and extracellular discharge rate increased as incubation time with aloe rose.
PART_OF	In the <s> Cell </s> of CHO and <o> Body Part, Organ, or Organ Component </o> treated with aloe, glutathione (GSH) levels were shown to be higher and extracellular discharge rate increased as incubation time with aloe rose.
AFFECTS	The presence of glucosylceramide has been confirmed in some yeast; however, the extent of the role of <s> Biologically Active Substance </s> in <o> Fungus </o> is unknown.
LOCATION_OF	The presence of <o> Biologically Active Substance </o> has been confirmed in some <s> Fungus </s>; however, the extent of the role of glucosylceramide in yeast is unknown.
PROCESS_OF	This <s> Neoplastic Process </s> presents in younger <o> Human </o> and at a more advanced stage.
CAUSES	Recent applications of CAbs with clinical significance include the conversion of cocaine to a non-psychoactive form, the degradation of nicotine, activation of prodrugs for targeted chemotherapy, protection from ultraviolet radiation, inhibition of HIV infectivity, and the destruction of aggregates of <s> Amino Acid, Peptide, or Protein </s> implicated in <o> Disease or Syndrome </o>.
AFFECTS	Whether the <o> Individual Behavior </o> is related to opioid-induced <s> Sign or Symptom </s> or to insufficient pain relief remains to be investigated.
CAUSES	Whether the change in behaviour is related to <s> Hazardous or Poisonous Substance </s>-induced <o> Sign or Symptom </o> or to insufficient pain relief remains to be investigated.
LOCATION_OF	Secretion of <o> Amino Acid, Peptide, or Protein </o> (TNF-alpha), interleukin-8 (IL-8) and IL-6 in <s> Body Substance </s> from HMC-1 cells was measured by a sandwich enzyme-linked immunosorbent assay.
LOCATION_OF	Secretion of tumor necrosis factor-alpha (TNF-alpha), <o> Amino Acid, Peptide, or Protein </o> (IL-8) and IL-6 in <s> Body Substance </s> from HMC-1 cells was measured by a sandwich enzyme-linked immunosorbent assay.
LOCATION_OF	Secretion of tumor necrosis factor-alpha (TNF-alpha), interleukin-8 (IL-8) and <o> Amino Acid, Peptide, or Protein </o> in <s> Body Substance </s> from HMC-1 cells was measured by a sandwich enzyme-linked immunosorbent assay.
PART_OF	Secretion of tumor necrosis factor-alpha (TNF-alpha), interleukin-8 (IL-8) and IL-6 in <s> Body Substance </s> from HMC-1 <o> Cell </o> was measured by a sandwich enzyme-linked immunosorbent assay.
CAUSES	Histopathological findings suggest that administration of <s> Substance </s> at the high dose for 2 weeks or at the low dose for 32 weeks could cause mild to moderate <o> Pathologic Function </o> in liver and lungs.
LOCATION_OF	Histopathological findings suggest that administration of AEST at the high dose for 2 weeks or at the low dose for 32 weeks could cause mild to moderate <o> Pathologic Function </o> in <s> Body Part, Organ, or Organ Component </s> and lungs.
LOCATION_OF	Histopathological findings suggest that administration of AEST at the high dose for 2 weeks or at the low dose for 32 weeks could cause mild to moderate <o> Pathologic Function </o> in liver and <s> Body Part, Organ, or Organ Component </s>.
PROCESS_OF	CONCLUSION: In <s> Disease or Syndrome </s> <o> Human </o> with normal GFR, reduction in renal perfusion and absence of renal functional reserve likely represent early markers of progressive renal dysfunction.
PROCESS_OF	CONCLUSION: In CAD <o> Human </o> with normal <s> Organ or Tissue Function </s>, reduction in renal perfusion and absence of renal functional reserve likely represent early markers of progressive renal dysfunction.
AFFECTS	The main site for ROS production is the respiratory chain inside the mitochondria and accumulation of mtDNA mutations, and impaired <s> Molecular Function </s> function have been associated with <o> Disease or Syndrome </o> and aging.
AFFECTS	The main site for ROS production is the respiratory chain inside the mitochondria and accumulation of mtDNA mutations, and impaired <s> Molecular Function </s> function have been associated with degenerative diseases and <o> Organism Function </o>.
LOCATION_OF	The main site for <o> Biologically Active Substance </o> production is the <s> Cell Component </s> inside the mitochondria and accumulation of mtDNA mutations, and impaired respiratory chain function have been associated with degenerative diseases and aging.
LOCATION_OF	The main site for ROS production is the <o> Cell Component </o> inside the <s> Cell Component </s> and accumulation of mtDNA mutations, and impaired respiratory chain function have been associated with degenerative diseases and aging.
AFFECTS	We demonstrate in vitro and in vivo that the ahg3-1 missense mutation causes the loss of PP2C activity, providing concrete confirmation that this PP2C functions as a negative regulator in <o> Biologically Active Substance </o> <s> Cell Function </s>.
DISRUPTS	We demonstrate in vitro and in vivo that the ahg3-1 <s> Genetic Function </s> causes the loss of <o> Molecular Function </o>, providing concrete confirmation that this PP2C functions as a negative regulator in ABA signaling.
DISRUPTS	We demonstrate in vitro and in vivo that the ahg3-1 missense mutation causes the loss of PP2C activity, providing concrete confirmation that this <s> Amino Acid, Peptide, or Protein </s> functions as a negative regulator in ABA <o> Cell Function </o>.
LOCATION_OF	We demonstrate in vitro and in vivo that the <s> Amino Acid, Peptide, or Protein </s> <o> Genetic Function </o> causes the loss of PP2C activity, providing concrete confirmation that this PP2C functions as a negative regulator in ABA signaling.
ADMINISTERED_TO	METHODS: Dynamic 133Xe <s> Diagnostic Procedure </s> was performed in 34 <o> Human </o> with emphysema and 15 patients with other forms of COPD.
ADMINISTERED_TO	METHODS: Dynamic 133Xe <s> Diagnostic Procedure </s> was performed in 34 patients with emphysema and 15 <o> Human </o> with other forms of COPD.
PROCESS_OF	METHODS: Dynamic 133Xe SPECT was performed in 34 <o> Human </o> with <s> Pathologic Function </s> and 15 patients with other forms of COPD.
PROCESS_OF	METHODS: Dynamic 133Xe SPECT was performed in 34 patients with emphysema and 15 <o> Human </o> with other forms of <s> Disease or Syndrome </s>.
COEXISTS_WITH	We used this <o> Health Care Activity </o> concomitantly with valve <s> Therapeutic or Preventive Procedure </s> in 84 patients.
TREATS	We used this <s> Health Care Activity </s> concomitantly with valve surgery in 84 <o> Human </o>.
TREATS	We used this procedure concomitantly with valve <s> Therapeutic or Preventive Procedure </s> in 84 <o> Human </o>.
PROCESS_OF	Erectile function, provided by history and in response to intracavernosal injection and a stimulation test, was significantly diminished in <o> Human </o> with <s> Disease or Syndrome </s> and DM (P < 0.05).
PROCESS_OF	Erectile function, provided by history and in response to intracavernosal injection and a stimulation test, was significantly diminished in <o> Human </o> with PD and <s> Disease or Syndrome </s> (P < 0.05).
ISA	The <s> Amino Acid, Peptide, or Protein </s> (PLAP) is an <o> Amino Acid, Peptide, or Protein </o> expressed in several malignancies including choriocarcinoma, seminoma and ovarian carcinoma.
ISA	The placental isozyme (PLAP) is an oncofetal antigen expressed in several <o> Neoplastic Process </o> including <s> Neoplastic Process </s>, seminoma and ovarian carcinoma.
ISA	The placental isozyme (PLAP) is an oncofetal antigen expressed in several <o> Neoplastic Process </o> including choriocarcinoma, <s> Neoplastic Process </s> and ovarian carcinoma.
ISA	The placental isozyme (PLAP) is an oncofetal antigen expressed in several <o> Neoplastic Process </o> including choriocarcinoma, seminoma and <s> Neoplastic Process </s>.
PART_OF	The <s> Amino Acid, Peptide, or Protein </s> (PLAP) is an oncofetal antigen expressed in several <o> Neoplastic Process </o> including choriocarcinoma, seminoma and ovarian carcinoma.
PART_OF	The <s> Amino Acid, Peptide, or Protein </s> (PLAP) is an oncofetal antigen expressed in several malignancies including <o> Neoplastic Process </o>, seminoma and ovarian carcinoma.
PART_OF	The <s> Amino Acid, Peptide, or Protein </s> (PLAP) is an oncofetal antigen expressed in several malignancies including choriocarcinoma, <o> Neoplastic Process </o> and ovarian carcinoma.
PART_OF	The <s> Amino Acid, Peptide, or Protein </s> (PLAP) is an oncofetal antigen expressed in several malignancies including choriocarcinoma, seminoma and <o> Neoplastic Process </o>.
PART_OF	The placental isozyme (PLAP) is an <s> Amino Acid, Peptide, or Protein </s> expressed in several <o> Neoplastic Process </o> including choriocarcinoma, seminoma and ovarian carcinoma.
PART_OF	The placental isozyme (PLAP) is an <s> Amino Acid, Peptide, or Protein </s> expressed in several malignancies including <o> Neoplastic Process </o>, seminoma and ovarian carcinoma.
PART_OF	The placental isozyme (PLAP) is an <s> Amino Acid, Peptide, or Protein </s> expressed in several malignancies including choriocarcinoma, <o> Neoplastic Process </o> and ovarian carcinoma.
PART_OF	The placental isozyme (PLAP) is an <s> Amino Acid, Peptide, or Protein </s> expressed in several malignancies including choriocarcinoma, seminoma and <o> Neoplastic Process </o>.
AFFECTS	Our research explored risk factors for participation restrictions experienced by <o> Human </o> affected by <s> Disease or Syndrome </s>.
INTERACTS_WITH	In Ustilago maydis, central players of pathogenic development are the high mobility group box protein <s> Amino Acid, Peptide, or Protein </s> that binds to the pheromone <o> Biologically Active Substance </o> and the homeodomain transcription factor b, which recognizes an hsg-like consensus motif known from yeast Mata1-Matalpha2 DNA binding.
INTERACTS_WITH	In Ustilago maydis, central players of pathogenic development are the high mobility group box protein Prf1 that binds to the pheromone response element and the homeodomain transcription factor b, which recognizes an hsg-like consensus motif known from yeast <o> Amino Acid, Peptide, or Protein </o>-<s> Amino Acid, Peptide, or Protein </s> DNA binding.
ISA	In Ustilago maydis, central players of pathogenic development are the <o> Amino Acid, Peptide, or Protein </o> <s> Amino Acid, Peptide, or Protein </s> that binds to the pheromone response element and the homeodomain transcription factor b, which recognizes an hsg-like consensus motif known from yeast Mata1-Matalpha2 DNA binding.
PART_OF	In Ustilago maydis, central players of pathogenic development are the high mobility group box protein Prf1 that binds to the pheromone response element and the homeodomain transcription factor b, which recognizes an hsg-like consensus motif known from <o> Fungus </o> Mata1-<s> Amino Acid, Peptide, or Protein </s> DNA binding.
PROCESS_OF	In Ustilago maydis, central players of pathogenic development are the high mobility group box protein Prf1 that binds to the pheromone response element and the homeodomain transcription factor b, which recognizes an hsg-like consensus motif known from <o> Fungus </o> Mata1-Matalpha2 <s> Genetic Function </s>.
PROCESS_OF	There were 54 <s> Injury or Poisoning </s> and 83 non-trauma <o> Human </o>.
PROCESS_OF	Combined treatment improves overall and disease-free survival in <o> Human </o> with stage II, III and IVA oral <s> Neoplastic Process </s>.
TREATS	<s> Therapeutic or Preventive Procedure </s> improves overall and disease-free survival in <o> Human </o> with stage II, III and IVA oral tongue cancer.
TREATS	<s> Therapeutic or Preventive Procedure </s> improves overall and disease-free survival in patients with stage II, III and IVA oral <o> Neoplastic Process </o>.
AFFECTS	In this review, we document the formation of <s> Nucleic Acid, Nucleoside, or Nucleotide </s> by the G-rich repetitive sequences that have been found in several minisatellites, telomeres and in various triplet repeats, and report their effects on in vitro <o> Genetic Function </o>.
